Crop,Region,Month,Fertilizer,N,P,K,Temperature(C),Humidity(%),Soil_pH,Moisture(%)
Pumpkin,Himachal Pradesh,June,Sulphur-Coated Urea,68.7,16.3,47.7,23.7,29.3,7.7,33.2
Pumpkin,Assam,December,Azolla,111.0,42.0,89.7,15.1,80.3,5.8,43.2
Pumpkin,Karnataka,March,Single Super Phosphate (SSP),20.8,23.3,39.9,33.9,50.4,5.7,44.8
Pumpkin,Madhya Pradesh,January,Green Manure,87.2,80.6,108.1,38.0,85.2,6.4,40.5
Pumpkin,Bihar,May,Farmyard Manure (FYM),96.6,75.1,114.5,40.9,79.9,7.4,9.9
Pumpkin,Goa,January,Boron Fortified NPK,131.2,25.0,90.8,19.1,38.8,6.2,32.3
Pumpkin,Kerala,August,NPK 12:32:16,86.9,97.4,100.0,30.8,25.8,8.9,9.2
Pumpkin,Maharashtra,March,Vesicular Arbuscular Mycorrhiza (VAM),108.6,30.3,99.6,16.7,31.7,4.9,17.7
Pumpkin,Jharkhand,May,Ammonium Nitrate,41.8,13.3,53.6,44.6,62.3,4.7,21.6
Pumpkin,Gujarat,November,Manganese Sulphate,69.8,61.3,97.5,24.3,81.8,5.8,29.1
Pumpkin,Maharashtra,June,NPK 12:32:16,49.2,44.3,60.7,12.5,64.9,4.5,22.7
Pumpkin,Gujarat,March,Sulphur-Coated Urea,29.5,80.0,57.8,13.9,45.7,6.9,40.4
Pumpkin,Maharashtra,August,Ammonium Sulphate (AS),113.5,30.8,24.5,39.0,28.3,7.0,34.2
Pumpkin,Arunachal Pradesh,October,Potash Mobilizing Biofertilizer,84.8,3.8,53.3,32.1,37.0,5.8,10.3
Pumpkin,Gujarat,March,Anhydrous Ammonia,53.7,68.3,27.6,37.9,21.1,5.7,21.0
Pumpkin,Haryana,October,Zinc Fortified Urea,46.9,36.8,57.6,34.1,21.0,5.8,36.5
Pumpkin,Kerala,March,Molybdenum (Ammonium Molybdate),39.6,17.2,27.1,36.3,53.8,5.9,25.0
Pumpkin,Haryana,May,Magnesium Sulphate,72.5,57.5,49.8,24.6,96.9,5.7,35.6
Pumpkin,Goa,May,Molybdenum (Ammonium Molybdate),19.5,15.9,55.2,41.9,53.5,8.5,48.2
Pumpkin,Kerala,June,Gypsum,133.4,16.6,118.1,19.5,78.1,8.9,6.2
Pumpkin,Chhattisgarh,April,Rhizobium Biofertilizer,132.3,69.4,56.7,13.4,32.8,5.7,21.4
Pumpkin,Haryana,January,Sulphur-Coated Urea,77.8,88.8,113.9,25.0,43.6,6.6,22.9
Pumpkin,Bihar,August,NPK 12:32:16,85.7,98.9,84.1,30.9,43.9,6.7,44.3
Pumpkin,Kerala,January,Green Manure,18.3,1.0,33.5,42.2,91.5,8.1,26.5
Pumpkin,Andhra Pradesh,August,Ammonium Chloride,10.3,83.3,52.4,15.0,61.2,8.7,49.9
Pumpkin,Kerala,April,Water Soluble NPK (13:40:13),25.9,51.7,104.2,31.5,66.7,6.6,16.1
Pumpkin,Maharashtra,October,Sulphate of Potash (SOP),42.4,8.9,73.0,37.7,43.4,6.6,42.4
Pumpkin,Gujarat,August,Water Soluble NPK (13:40:13),65.3,32.2,67.6,23.4,53.0,9.0,9.4
Pumpkin,Bihar,July,Diammonium Phosphate (DAP),3.2,66.5,46.6,19.7,63.5,7.4,9.0
Pumpkin,Andhra Pradesh,May,Zinc Sulphate,130.7,31.7,38.6,14.0,74.0,5.7,34.0
Pumpkin,Bihar,April,Ammonium Nitrate,83.2,50.8,8.5,44.7,96.9,5.2,26.1
Pumpkin,Andhra Pradesh,July,NPK 12:32:16,2.9,6.1,68.3,20.8,50.4,6.1,41.2
Pumpkin,Karnataka,April,Azolla,27.4,83.5,28.0,34.8,24.1,4.6,5.2
Pumpkin,Gujarat,November,Rhizobium Biofertilizer,22.1,100.0,55.6,29.6,66.4,5.7,38.5
Pumpkin,Arunachal Pradesh,September,Green Manure,115.3,19.7,97.1,42.1,73.6,7.4,5.2
Pumpkin,Andhra Pradesh,July,Vermicompost,107.3,55.7,87.1,12.9,49.8,7.8,46.6
Pumpkin,Arunachal Pradesh,June,Polymer Coated Urea,19.3,24.9,43.8,21.3,80.4,5.6,13.2
Pumpkin,Andhra Pradesh,January,NPK 17:17:17,69.6,98.9,24.0,19.8,83.6,6.4,26.9
Pumpkin,Bihar,February,Boron Fortified NPK,123.7,59.7,72.9,10.5,31.2,5.8,8.9
Pumpkin,Kerala,July,Double Super Phosphate (DSP),9.9,41.4,37.7,35.8,45.9,6.2,45.8
Pumpkin,Madhya Pradesh,April,Farmyard Manure (FYM),30.6,70.7,82.6,19.8,48.7,7.1,28.4
Pumpkin,Kerala,October,Dolomite,97.4,24.3,19.6,43.8,60.5,8.8,43.0
Pumpkin,Goa,July,Farmyard Manure (FYM),100.8,4.4,75.1,11.6,75.2,8.9,8.0
Pumpkin,Karnataka,February,Phosphobacteria,99.5,56.3,60.2,37.8,75.1,6.8,10.2
Pumpkin,Maharashtra,January,Zinc EDTA,65.2,11.7,35.5,17.1,34.9,6.4,45.3
Pumpkin,Assam,September,Rhizobium Biofertilizer,124.8,89.1,102.3,20.1,47.4,7.0,35.8
Pumpkin,Haryana,November,Dolomite,136.4,45.1,6.7,33.6,55.8,6.6,19.6
Pumpkin,Himachal Pradesh,August,Muriate of Potash (MOP),76.6,57.6,26.1,27.2,23.5,7.2,47.3
Pumpkin,Madhya Pradesh,April,Vesicular Arbuscular Mycorrhiza (VAM),66.1,44.2,78.1,38.5,40.7,8.7,43.8
Pumpkin,Haryana,April,NPK 20:20:13,39.5,33.8,16.5,15.0,20.9,6.2,49.3
Pumpkin,Haryana,April,Zinc Sulphate,123.0,19.9,1.4,11.8,55.3,7.1,18.0
Pumpkin,Gujarat,December,Water Soluble NPK (19:19:19),26.7,55.3,39.7,19.0,78.2,8.9,10.4
Pumpkin,Kerala,January,Azolla,23.3,31.0,72.3,16.7,52.1,7.0,7.8
Pumpkin,Chhattisgarh,May,Azotobacter Biofertilizer,31.5,64.3,77.7,14.9,51.4,8.0,40.2
Pumpkin,Bihar,October,Water Soluble NPK (13:40:13),113.5,69.1,32.7,22.4,47.0,5.2,36.7
Pumpkin,Chhattisgarh,June,Anhydrous Ammonia,63.1,10.5,70.3,18.7,21.2,4.8,36.8
Pumpkin,Gujarat,March,Ammonium Nitrate,32.6,1.1,84.8,39.9,70.0,6.9,14.2
Pumpkin,Arunachal Pradesh,April,Phosphobacteria,6.8,65.6,47.7,35.4,69.5,6.6,18.1
Pumpkin,Arunachal Pradesh,January,Calcium Nitrate,68.4,61.6,6.1,35.2,62.3,5.3,15.1
Pumpkin,Assam,December,Monoammonium Phosphate (MAP),100.1,88.5,68.5,37.5,77.1,8.1,22.8
Pumpkin,Himachal Pradesh,May,Pyrites,78.7,56.5,99.9,28.4,61.1,5.2,14.0
Pumpkin,Madhya Pradesh,February,NPK 20:20:13,84.8,16.8,53.1,11.1,75.0,5.1,36.3
Pumpkin,Goa,May,Magnesium Sulphate,27.1,42.9,1.8,10.3,70.4,6.7,17.0
Pumpkin,Jharkhand,December,NPK 20:20:0,85.3,90.6,14.3,30.9,97.2,5.2,24.4
Pumpkin,Karnataka,January,Sulfur Coated Urea,62.5,27.1,62.7,13.9,55.2,6.6,46.2
Pumpkin,Himachal Pradesh,August,Azolla,90.1,0.5,25.6,26.8,35.9,4.7,19.4
Pumpkin,Arunachal Pradesh,February,Molybdenum (Ammonium Molybdate),20.3,64.7,106.4,23.9,23.0,7.5,43.3
Pumpkin,Maharashtra,December,Polymer Coated Urea,125.8,80.7,90.1,10.6,54.2,6.4,24.9
Pumpkin,Karnataka,May,Ammonium Sulphate (AS),12.3,47.5,51.5,40.8,99.0,5.5,14.3
Pumpkin,Bihar,December,NPK 12:32:16,78.1,61.2,23.6,27.0,66.2,4.9,19.0
Pumpkin,Andhra Pradesh,August,Polymer Coated Urea,133.7,84.6,15.1,28.0,44.1,8.9,43.1
Pumpkin,Bihar,May,Sulphate of Potash (SOP),75.9,2.5,33.4,16.5,21.5,6.7,42.0
Pumpkin,Arunachal Pradesh,May,Sulphate of Potash (SOP),8.9,34.5,100.6,14.3,74.6,8.8,5.9
Pumpkin,Maharashtra,November,NPK 30:10:10,127.8,53.6,48.4,43.3,42.0,8.2,10.2
Pumpkin,Bihar,November,Pyrites,119.7,26.2,56.4,33.3,98.0,8.3,24.8
Cucumber,Karnataka,July,Azolla,51.5,93.0,17.4,25.6,90.7,4.8,46.3
Cucumber,Gujarat,September,Ammonium Sulphate (AS),90.9,23.3,84.2,35.3,42.5,4.9,45.3
Cucumber,Assam,July,Bone Meal,41.8,82.0,52.7,42.6,44.4,5.4,42.5
Cucumber,Jharkhand,February,Farmyard Manure (FYM),127.4,35.0,4.0,44.5,37.6,5.1,46.1
Cucumber,Assam,May,Calcium Nitrate,26.8,44.4,25.4,34.4,45.0,7.7,46.0
Cucumber,Karnataka,December,Sulfur Coated Urea,63.7,44.9,65.2,15.3,81.8,5.7,23.7
Cucumber,Chhattisgarh,August,Anhydrous Ammonia,132.4,75.7,104.7,23.1,65.0,5.6,35.9
Cucumber,Gujarat,September,Compost,63.9,21.4,51.0,11.2,69.0,6.7,28.4
Cucumber,Gujarat,November,Ammonium Chloride,29.0,80.5,76.2,15.7,40.5,7.5,23.4
Cucumber,Jharkhand,June,Molybdenum (Ammonium Molybdate),76.6,82.8,11.3,10.3,56.9,7.6,8.6
Cucumber,Chhattisgarh,September,Dolomite,95.4,92.0,26.4,35.4,32.6,7.3,7.4
Cucumber,Arunachal Pradesh,January,Phosphobacteria,4.8,98.7,108.7,14.6,67.2,8.8,12.0
Cucumber,Karnataka,July,Gypsum,26.8,80.1,104.5,13.3,52.2,8.4,48.7
Cucumber,Andhra Pradesh,May,Double Super Phosphate (DSP),95.7,89.8,7.3,25.0,63.7,7.2,12.1
Cucumber,Haryana,August,NPK 14:35:14,8.1,1.0,119.9,14.8,30.3,8.4,36.8
Cucumber,Maharashtra,April,NPK 14:35:14,129.0,74.1,20.2,37.8,68.5,6.0,31.2
Cucumber,Goa,November,Sulphur-Coated Urea,27.6,20.3,43.3,24.0,79.6,7.3,10.9
Cucumber,Arunachal Pradesh,July,Water Soluble NPK (19:19:19),65.4,69.4,10.9,44.3,73.4,8.8,22.8
Cucumber,Andhra Pradesh,November,Magnesium Sulphate,104.8,80.7,104.5,42.4,50.3,7.3,13.5
Cucumber,Maharashtra,July,NPK 20:20:13,87.0,52.9,92.8,24.0,31.8,8.1,26.9
Cucumber,Karnataka,May,Bone Meal,122.1,62.5,110.3,29.9,34.4,4.6,21.1
Cucumber,Assam,June,Rock Phosphate,89.4,63.3,78.0,10.9,50.6,8.1,19.7
Cucumber,Goa,February,Rhizobium Biofertilizer,30.5,60.9,73.8,15.9,88.5,6.5,37.0
Cucumber,Haryana,August,Molybdenum (Ammonium Molybdate),6.6,40.4,29.4,17.9,54.0,5.7,6.5
Cucumber,Madhya Pradesh,April,NPK 20:20:0,111.7,92.4,103.1,38.5,43.3,8.4,22.7
Cucumber,Assam,December,NPK 10:26:26,32.3,82.3,21.5,32.5,31.4,4.9,14.5
Cucumber,Gujarat,December,NPK 10:26:26,100.3,22.3,85.2,31.3,78.7,5.0,13.3
Cucumber,Bihar,May,Molybdenum (Ammonium Molybdate),55.0,55.4,26.7,41.9,50.9,6.5,39.0
Cucumber,Gujarat,April,Azolla,15.2,57.2,100.4,25.7,94.5,8.1,39.0
Cucumber,Maharashtra,September,Zinc Fortified Urea,71.5,42.9,29.0,27.1,68.6,8.0,41.3
Cucumber,Kerala,June,Zinc Sulphate,72.4,47.5,103.2,34.5,72.7,5.7,21.3
Cucumber,Jharkhand,August,Potassium Nitrate,70.0,48.0,89.2,14.9,28.1,5.0,23.6
Cucumber,Bihar,July,Magnesium Sulphate,106.6,91.7,15.6,25.6,76.6,6.8,6.6
Cucumber,Maharashtra,January,Monoammonium Phosphate (MAP),29.0,54.7,76.4,27.2,92.3,6.8,20.7
Cucumber,Madhya Pradesh,November,Ammonium Sulphate (AS),89.8,93.4,103.1,35.6,96.9,7.3,24.0
Cucumber,Maharashtra,August,NPK 10:26:26,23.3,29.7,107.3,20.4,33.3,5.5,14.1
Cucumber,Gujarat,February,Sulphur-Coated Urea,75.0,87.4,105.2,28.4,95.1,6.7,22.6
Cucumber,Kerala,April,Zinc Oxysulphate,98.1,84.1,55.7,27.4,72.6,5.3,8.4
Cucumber,Kerala,January,NPK 20:20:13,114.5,7.9,10.6,35.4,85.9,8.8,17.2
Cucumber,Andhra Pradesh,May,Boron Fortified NPK,28.1,61.8,105.5,41.1,78.6,8.6,16.0
Cucumber,Maharashtra,March,Vesicular Arbuscular Mycorrhiza (VAM),87.5,76.2,22.1,33.7,28.5,8.4,30.4
Cucumber,Haryana,April,Vesicular Arbuscular Mycorrhiza (VAM),35.1,78.8,91.4,25.1,63.5,6.7,41.8
Cucumber,Jharkhand,June,Gypsum,35.1,86.7,108.3,21.3,77.6,6.8,28.1
Cucumber,Himachal Pradesh,November,NPK 15:15:15,34.8,87.8,79.8,11.8,62.9,7.7,19.8
Cucumber,Himachal Pradesh,February,Vermicompost,75.5,48.3,72.2,40.4,45.9,4.8,32.0
Cucumber,Assam,April,Bone Meal,84.7,53.4,65.1,30.7,51.6,8.0,48.8
Cucumber,Assam,January,Single Super Phosphate (SSP),138.9,22.5,40.1,21.6,33.0,8.8,33.5
Cucumber,Gujarat,June,NPK 20:20:0,115.5,5.7,46.4,40.1,93.3,7.6,34.6
Cucumber,Madhya Pradesh,August,NPK 20:20:13,31.1,61.9,82.5,14.0,99.4,8.0,30.3
Cucumber,Arunachal Pradesh,April,Diammonium Phosphate (DAP),6.4,11.9,72.4,16.8,52.2,8.4,13.5
Cucumber,Jharkhand,February,Potash Mobilizing Biofertilizer,135.3,26.5,117.9,18.0,94.0,8.1,27.9
Cucumber,Madhya Pradesh,November,NPK 10:26:26,90.3,54.2,45.8,12.4,96.8,8.5,45.0
Cucumber,Kerala,January,Zinc EDTA,1.3,56.1,102.1,25.0,25.1,7.0,46.7
Cucumber,Kerala,October,NPK 10:26:26,103.4,53.9,110.0,34.7,39.3,7.8,36.9
Cucumber,Chhattisgarh,October,Compost,26.0,34.4,16.6,27.2,50.1,8.6,37.4
Cucumber,Maharashtra,January,Double Super Phosphate (DSP),17.2,21.7,23.6,11.6,38.0,5.6,43.9
Cucumber,Madhya Pradesh,January,Calcium Nitrate,138.4,93.6,61.0,40.2,57.4,7.6,6.7
Cucumber,Jharkhand,August,Neem-Coated Urea,120.4,72.6,119.2,27.9,81.0,7.3,41.9
Cucumber,Himachal Pradesh,August,Copper Sulphate,79.1,10.4,66.5,15.3,93.4,8.5,32.9
Cucumber,Jharkhand,December,Manganese Sulphate,82.9,14.6,26.3,40.6,58.4,6.1,34.4
Cucumber,Kerala,November,Magnesium Sulphate,65.5,1.1,45.1,42.8,80.1,5.5,45.6
Cucumber,Himachal Pradesh,October,Single Super Phosphate (SSP),12.3,0.0,76.3,29.1,99.8,6.3,17.2
Cucumber,Kerala,September,Single Super Phosphate (SSP),96.7,65.2,47.6,12.3,75.7,6.1,24.1
Cucumber,Haryana,July,Ammonium Nitrate,97.9,54.0,85.1,39.9,45.5,5.5,38.4
Cucumber,Jharkhand,November,NPK 20:20:0,134.3,15.8,25.9,34.9,56.8,8.1,45.0
Cucumber,Himachal Pradesh,August,Sulphur-Coated Urea,68.5,80.1,6.8,34.1,38.3,7.2,11.2
Cucumber,Assam,December,Compost,85.9,28.2,26.8,42.2,43.0,6.9,44.7
Cucumber,Maharashtra,August,Pyrites,125.3,44.1,53.4,35.3,74.1,5.3,43.0
Cucumber,Arunachal Pradesh,March,NPK 19:19:19,67.4,85.3,23.8,12.6,99.7,8.7,13.0
Cucumber,Madhya Pradesh,February,NPK 17:17:17,77.4,7.5,7.8,24.4,50.5,7.2,26.9
Cucumber,Jharkhand,October,NPK 14:35:14,36.1,37.5,95.0,20.1,26.9,8.9,48.8
Cucumber,Madhya Pradesh,July,Diammonium Phosphate (DAP),58.8,59.1,104.5,35.6,49.4,8.2,46.5
Cucumber,Maharashtra,September,Single Super Phosphate (SSP),48.7,84.9,33.2,37.5,84.2,6.3,17.5
Cucumber,Bihar,June,Urea,118.2,94.5,21.5,36.3,33.0,8.3,20.5
Cucumber,Maharashtra,October,NPK 14:35:14,30.2,74.4,29.6,33.0,49.6,5.1,15.3
Cucumber,Assam,March,Sulphur-Coated Urea,129.5,24.4,87.8,28.1,26.7,4.7,26.5
Cucumber,Maharashtra,April,Azotobacter Biofertilizer,66.1,85.5,109.2,26.9,99.7,8.3,27.7
Cucumber,Bihar,October,Triple Super Phosphate (TSP),129.8,72.2,49.4,22.1,84.6,4.8,42.0
Cucumber,Maharashtra,November,NPK 12:32:16,111.7,43.7,69.5,35.9,91.0,8.6,11.6
Cucumber,Karnataka,February,NPK 19:19:19,15.1,57.2,102.4,25.1,66.4,7.0,42.1
Cucumber,Maharashtra,June,Anhydrous Ammonia,36.5,60.3,88.5,40.8,84.4,7.4,8.2
Cucumber,Haryana,February,Sulfur Coated Urea,87.1,6.5,108.2,17.3,52.4,7.8,39.2
Cucumber,Haryana,July,NPK 10:26:26,26.3,85.0,118.5,16.9,98.5,6.2,16.6
Cucumber,Kerala,December,NPK 14:35:14,93.4,0.6,24.0,26.8,53.9,4.8,12.5
Cucumber,Himachal Pradesh,December,NPK 28:28:0,48.9,65.8,61.9,33.1,32.4,7.0,9.0
Cucumber,Madhya Pradesh,December,Phosphobacteria,117.6,48.6,38.1,11.2,46.1,7.8,30.4
Cucumber,Arunachal Pradesh,May,Muriate of Potash (MOP),122.4,15.6,101.6,26.0,26.6,5.0,15.3
Cucumber,Chhattisgarh,August,NPK 16:20:0,71.0,62.3,76.0,16.8,78.8,5.4,18.2
Cucumber,Karnataka,November,NPK 30:10:10,34.6,1.4,48.2,39.4,94.2,4.9,26.1
Cucumber,Bihar,December,NPK 15:15:15,44.1,86.6,1.5,16.2,69.8,6.1,24.8
Cucumber,Chhattisgarh,November,Pyrites,121.9,11.6,90.9,32.2,67.8,7.0,26.1
Cucumber,Gujarat,September,Triple Super Phosphate (TSP),16.1,73.9,70.2,38.0,79.8,6.4,7.6
Cucumber,Arunachal Pradesh,March,Anhydrous Ammonia,99.3,45.4,80.0,19.0,95.0,6.5,27.4
Cucumber,Arunachal Pradesh,December,Green Manure,25.4,30.3,103.2,25.1,85.4,7.6,25.8
Cucumber,Haryana,November,Dolomite,8.9,69.8,20.7,32.0,68.2,6.3,44.3
Cucumber,Bihar,November,Potash Mobilizing Biofertilizer,96.9,74.8,43.8,16.9,46.6,7.5,17.2
Cucumber,Haryana,June,Vermicompost,43.6,63.8,54.8,30.6,92.3,6.9,23.8
Cucumber,Jharkhand,February,Calcium Nitrate,21.2,4.4,22.8,14.1,44.8,6.0,38.0
Cucumber,Bihar,October,Compost,30.7,26.2,4.2,28.8,47.0,7.5,31.1
Cucumber,Bihar,April,Zinc Fortified Urea,65.8,56.8,84.9,43.9,45.1,7.1,6.1
Banana,Madhya Pradesh,February,Boron (Boric Acid/Borax),113.1,89.2,22.8,13.6,83.3,7.7,13.7
Banana,Gujarat,July,Potash Mobilizing Biofertilizer,29.4,86.2,120.0,11.4,77.0,6.7,29.0
Banana,Assam,May,Single Super Phosphate (SSP),67.1,19.5,93.0,16.4,33.8,5.7,32.2
Banana,Goa,September,Single Super Phosphate (SSP),61.2,26.2,56.9,12.4,77.6,8.4,30.0
Banana,Assam,December,Sulfur Coated Urea,84.6,69.9,32.5,30.7,33.5,8.8,29.5
Banana,Kerala,January,Water Soluble NPK (13:40:13),47.8,67.8,5.8,22.1,81.7,5.3,37.1
Banana,Himachal Pradesh,November,NPK 30:10:10,67.1,99.2,15.5,33.3,37.3,8.2,36.7
Banana,Goa,August,Triple Super Phosphate (TSP),10.0,31.2,113.7,43.7,80.5,4.7,18.3
Banana,Himachal Pradesh,August,Dolomite,57.9,45.6,115.0,11.5,62.9,8.7,12.8
Banana,Andhra Pradesh,January,Muriate of Potash (MOP),110.4,73.3,1.3,39.1,89.6,7.9,23.3
Banana,Maharashtra,July,Potassium Nitrate,87.4,11.5,86.2,40.3,21.6,5.2,6.4
Banana,Assam,February,Molybdenum (Ammonium Molybdate),45.7,94.4,60.1,41.3,98.5,6.2,29.8
Banana,Bihar,November,Bone Meal,100.4,78.5,78.6,33.5,68.7,8.1,9.2
Banana,Bihar,April,Rhizobium Biofertilizer,20.9,96.9,81.4,36.1,33.0,5.2,10.6
Banana,Jharkhand,December,NPK 30:10:10,33.4,50.8,26.1,36.7,61.7,8.5,8.0
Banana,Kerala,April,Zinc Fortified Urea,131.5,97.7,92.1,17.7,51.3,5.3,8.9
Banana,Assam,November,Ammonium Sulphate (AS),18.8,88.6,77.2,33.1,35.1,7.4,47.8
Banana,Haryana,November,Gypsum,4.5,77.4,83.1,35.2,37.8,5.9,46.0
Banana,Gujarat,October,Polymer Coated Urea,9.9,17.5,98.4,12.1,96.1,7.3,37.7
Banana,Bihar,March,Sulphur-Coated Urea,56.1,69.4,44.5,10.1,83.3,7.4,21.6
Banana,Jharkhand,March,Ammonium Chloride,106.4,27.5,82.8,41.2,69.7,5.4,23.0
Banana,Arunachal Pradesh,January,Boron Fortified NPK,102.7,40.1,60.3,35.1,39.8,6.0,34.7
Banana,Maharashtra,April,Calcium Nitrate,93.5,71.1,70.7,14.3,39.7,5.5,34.0
Banana,Maharashtra,November,Azolla,97.5,82.2,110.8,21.5,21.8,8.0,31.1
Banana,Jharkhand,November,Zinc Oxysulphate,75.7,40.4,103.9,11.5,46.2,7.4,40.6
Banana,Jharkhand,October,NPK 28:28:0,105.0,65.0,3.6,44.9,32.3,7.6,15.7
Banana,Bihar,November,Boron (Boric Acid/Borax),10.1,99.0,67.1,13.0,76.4,8.2,24.3
Banana,Haryana,August,Zinc Sulphate,79.9,45.5,41.7,26.2,89.2,6.7,25.6
Banana,Arunachal Pradesh,September,Vesicular Arbuscular Mycorrhiza (VAM),26.1,28.1,16.2,13.3,53.5,5.4,47.6
Banana,Gujarat,September,Phosphobacteria,95.1,36.7,101.9,16.6,67.1,8.0,17.1
Banana,Haryana,March,NPK 30:10:10,23.0,65.5,99.0,17.4,74.9,5.9,38.3
Banana,Karnataka,July,Phosphobacteria,68.1,11.5,18.4,14.9,89.2,7.4,8.9
Banana,Arunachal Pradesh,October,Single Super Phosphate (SSP),122.6,92.6,71.5,29.1,46.4,8.4,40.6
Banana,Andhra Pradesh,March,Sulphate of Potash (SOP),124.8,56.3,74.4,42.5,42.2,5.6,45.9
Banana,Haryana,March,Polymer Coated Urea,111.5,29.6,86.0,32.7,20.5,4.9,33.7
Banana,Andhra Pradesh,July,Magnesium Sulphate,50.7,9.1,9.4,26.6,43.6,8.0,16.9
Banana,Jharkhand,November,Copper Sulphate,134.2,66.5,101.6,41.5,65.8,7.9,18.8
Banana,Kerala,May,Vermicompost,2.0,5.0,104.8,18.7,44.8,5.4,41.6
Banana,Bihar,January,NPK 20:20:0,102.8,64.2,5.7,30.4,20.7,4.5,24.1
Banana,Chhattisgarh,April,Neem-Coated Urea,68.1,96.7,66.5,17.9,67.1,6.2,23.2
Banana,Gujarat,November,Rock Phosphate,82.4,16.9,50.8,23.1,32.1,6.8,21.8
Banana,Bihar,October,Ammonium Chloride,132.0,7.3,14.8,43.2,88.7,8.1,13.6
Banana,Kerala,June,Sulfur Coated Urea,127.0,76.6,11.1,18.6,78.2,5.2,47.8
Banana,Assam,February,Zinc Fortified Urea,48.6,0.3,7.8,12.7,27.2,5.3,5.9
Banana,Jharkhand,May,Boron Fortified NPK,56.7,63.4,90.0,32.0,86.3,5.0,31.6
Banana,Assam,May,Green Manure,99.3,90.9,18.6,31.4,51.0,7.9,41.0
Banana,Assam,September,Monoammonium Phosphate (MAP),117.5,56.4,47.1,31.1,56.5,5.6,44.2
Banana,Maharashtra,September,Potash Mobilizing Biofertilizer,54.7,23.5,82.3,16.0,40.3,6.0,45.7
Banana,Assam,September,Vermicompost,42.8,28.2,42.1,26.8,54.2,5.0,32.0
Banana,Jharkhand,December,Phosphobacteria,10.3,45.6,93.1,27.9,79.8,5.0,18.9
Banana,Gujarat,November,Sulphate of Potash (SOP),15.1,57.1,21.9,35.4,85.7,5.0,43.5
Banana,Jharkhand,January,Chelated Iron,60.2,25.2,54.0,19.3,89.3,8.2,16.3
Banana,Andhra Pradesh,September,Diammonium Phosphate (DAP),51.6,78.6,25.8,30.7,76.9,6.7,47.4
Banana,Gujarat,September,Rock Phosphate,100.7,10.6,88.1,36.6,79.8,5.7,28.2
Banana,Chhattisgarh,March,Green Manure,129.7,10.5,99.5,43.1,25.3,6.0,33.4
Banana,Maharashtra,March,Chelated Iron,104.8,6.9,14.5,34.5,54.2,8.0,35.6
Banana,Bihar,August,NPK 28:28:0,56.1,25.6,83.6,36.8,76.0,7.3,14.6
Banana,Bihar,August,Molybdenum (Ammonium Molybdate),73.4,7.5,108.7,27.3,90.8,5.0,45.7
Banana,Himachal Pradesh,April,Monoammonium Phosphate (MAP),135.9,61.9,37.5,12.1,21.6,7.0,33.7
Banana,Arunachal Pradesh,November,Pyrites,50.0,18.5,117.2,33.2,86.6,7.5,47.3
Banana,Maharashtra,July,Ammonium Sulphate (AS),118.7,11.8,82.5,15.2,70.9,4.7,34.5
Banana,Kerala,March,Double Super Phosphate (DSP),121.8,14.6,9.6,26.0,64.9,4.8,45.2
Banana,Bihar,June,NPK 12:32:16,102.4,94.1,43.6,37.5,69.8,9.0,39.4
Banana,Karnataka,April,Monoammonium Phosphate (MAP),24.3,97.0,64.4,31.2,96.6,7.5,25.7
Banana,Haryana,December,Potassium Nitrate,82.5,50.8,54.4,18.4,76.1,7.9,27.6
Banana,Haryana,July,Diammonium Phosphate (DAP),105.6,49.0,81.1,14.2,82.9,5.2,14.3
Banana,Jharkhand,September,Manganese Sulphate,91.4,26.2,21.6,23.5,46.7,8.6,47.7
Banana,Himachal Pradesh,April,Farmyard Manure (FYM),2.6,41.4,20.5,26.5,23.3,4.7,39.3
Banana,Kerala,March,Water Soluble NPK (13:40:13),8.9,31.3,25.7,16.6,49.0,7.5,37.6
Banana,Bihar,September,NPK 19:19:19,108.1,43.5,87.5,21.1,52.1,5.9,24.1
Banana,Arunachal Pradesh,February,Polymer Coated Urea,13.0,92.9,11.7,32.5,90.4,5.6,33.0
Banana,Kerala,July,NPK 28:28:0,96.4,26.7,104.3,17.8,21.7,6.0,23.8
Banana,Madhya Pradesh,October,Zinc Fortified Urea,50.6,70.7,95.3,35.5,93.1,4.9,9.8
Banana,Jharkhand,November,Manganese Sulphate,36.5,23.7,68.9,38.6,47.2,4.8,46.2
Banana,Himachal Pradesh,June,NPK 17:17:17,90.1,16.6,85.7,21.7,96.5,7.8,32.3
Banana,Karnataka,May,NPK 14:35:14,41.0,90.7,88.7,30.1,29.4,6.8,24.8
Banana,Gujarat,May,Rock Phosphate,28.1,7.2,92.4,31.0,36.6,7.1,26.9
Banana,Bihar,February,Ammonium Chloride,51.0,48.9,2.8,17.9,28.3,7.7,29.0
Banana,Maharashtra,January,Ammonium Nitrate,130.7,64.5,21.7,27.9,45.0,8.7,7.4
Banana,Gujarat,February,Bone Meal,124.3,21.7,67.8,23.9,80.8,4.6,9.1
Banana,Karnataka,August,Ammonium Chloride,19.1,93.7,26.0,14.3,45.4,8.3,22.0
Banana,Andhra Pradesh,June,Vesicular Arbuscular Mycorrhiza (VAM),124.5,93.4,28.2,44.2,76.4,8.8,13.9
Banana,Haryana,September,Boron (Boric Acid/Borax),96.2,39.8,89.9,21.4,84.7,7.7,37.5
Banana,Madhya Pradesh,April,Farmyard Manure (FYM),92.8,2.8,111.4,11.9,23.1,4.8,9.8
